instruction,input,output,category
"Ceritakan secara singkat tentang Artain, Aranio, Banjar dan signifikansinya bagi masyarakat setempat.",,"Sejarah Desa Artain Desa Artain berdiri sejak tahun 2006/2007. Sebelum menjadi Desa Artain, desa ini adalah gabungan dari tiga desa yaitu Desa Puliin, Desa Anawit, dan Desa Cindanin. Suku asli desa ini adalah suku Dayak Kaharingan. Bergabungnya tiga desa tersebut dilatarbelakangi oleh terjadinya bencana tsunami sehingga Desa Puliin tenggelam.",Suku_Etnis_Budaya
Deskripsikan Istana Tianfei (Songjiang) sebagai bagian dari kekayaan budaya Nusantara.,,"Istana Tianfei, yang resminya disebut Istana Kebudayaan Mazu dan juga dikenal sebagai Istana Tianhou, adalah sebuah kelenteng dewi laut Tionghoa Mazu, bentuk yang dideifikasikan dari shaman perempuan Fujian abad pertengahan Lin Moniang, yang terletak di Taman Fangta, Songjiang, Shanghai, timur Tiongkok. Resminya diklasifikasikan sebagai museum, Istana Tianfei dipakai untuk mengadakan ritus Mazuis sebanyak dua kali setahun, pada peringatan tradisional dari kelahiran dan kematian Lin Moniang. Tempat tersebut juga digunakan sebagai tempat perinagtan tahunan dewa kota Songjiang, Li Daiwen.",Suku_Etnis_Budaya
Ceritakan secara singkat tentang Museum Daerah Kabupaten Langkat dan signifikansinya bagi masyarakat setempat.,,"Sejarah Sebelum digunakan sebagai museum, Museum Daerah Kabupaten Langkat digunakan sebagai gedung kerapatan Sultan Langkat II. Gedung ini didirikan oleh Sultan Abdul Azis pada tahun 1905. Gedung kerapatan Sultan Langkat sebelumnya digunakan sebagai balai untuk menyelenggarakan perkumpulan dan musyawarah. Pada tahun 1943, Jepang melakukan pengeboman dan menghancurkan gedung ini, sehingga gedung terbengkalai hingga tahun 1970. Bencana banjir yang menenggelamkan Kecamatan Tanjung Pura pada tahun 1972 menyebabkan gedung ini mengalami perbaikan. Selain itu, gedung ini juga dipergunakan sementara sebagai kantor Pusat Kesehatan Masyarakat. Kemudian pada tahun 1975, gedung ini berubah fungsi sebagai Kantor Camat Tanjung Pura. Pengalihan fungsi kembali dilakukan pada tahun 1977. Gedung ini dimanfaatkan sebagai sanggar seni hingga tahun 1999. Akhirnya pada tahun 2000, pemerintah Kabupaten Langkat menetapkan gedung ini sebagai museum daerah dengan nama Museum Daerah Kabupaten Langkat. Museum ini juga dikenal oleh masyarakat setempat dengan nama Museum Amir Hamzah.",Suku_Etnis_Budaya
Deskripsikan Kebudayaan Baodun sebagai bagian dari kekayaan budaya Nusantara.,,"Situs di Yufu juga dikelilingi oleh dua dinding: Dinding bagian dalam mencakup dan luas sekitar , sedangkan penutup dinding luar dan luas sekitar . Situs di Mangcheng juga dikelilingi oleh dua, dinding bumi yang ditumbuk: dinding bagian dalam mencakup area seluas , sedangkan dinding luarnya meliputi area seluas . Mayoritas bangunan dibuat dari teknologi palu dan memulas. Situs di Gucheng dikelilingi oleh dinding yang mencakup area seluas sekitar . Situs-situs di Zizhu dan Shuanghe juga dikelilingi oleh dinding ganda.",Suku_Etnis_Budaya
Bagaimana Mikhail Bakhtin mencerminkan nilai-nilai dan tradisi masyarakat Indonesia?,,"Gagasan Bakhtin yang paling penting dari pemikirannya adalah tentang dialogisme atau konsepsi tentang dialog. Menurut Bakhtin, dialog menandai kondisi eksistensial dari kemanusiaan di mana manusia yang satu dengan manusia lainnya memiliki ikatan. Manusia dikatakan ""ada"" (exist) hanya bila ia berkomunikasi secara dialogis, dan ketika dialog berakhir, maka tidak ada yang tertinggal dari hakikat manusia itu. Karena itu, dialog adalah proses yang berlangsung terus-menerus di dalam kehidupan seorang manusia.",Suku_Etnis_Budaya
"Bagaimana Purbatua Etek, Silimakuta, Simalungun mencerminkan nilai-nilai dan tradisi masyarakat Indonesia?",,"Pertanian Di daerah ini banyak perladangan yang ditanami oleh tanaman-tanaman dengan subur. Komoditas yang banyak dibudidayakan oleh masyarakat di daerah ini adalah tanaman nenas. Komoditas ini sudah diekspor hingga ke luar negeri, di antaranya ke negara Malaysia, Thailand, dan juga Jepang. Komoditas lain seperti sayuran di antaranya kol, kentang, tomat, cabai, sawi, kacang-kacangan, rempah-rempah, dan ubi jalar. Untuk tanaman pangan di daerah ini memiliki keunikan sendiri dibandingkan dengan nagori lainnya di mana musim tanam ditentukan dengan adanya rapat antara warga yang diketuai oleh pangulu (sebutan untuk kepala desa di Simalungun) dengan menggunakan sistem 1 kali panen dalam setahun. Tempat penanaman yaitu pada areal sabah (sawah) dan ijuma (darat). Dengan adanya sebuah kegiatan antar petani yang dicanangkan oleh pemerintah, di nagori ini didirikan sebuah gabungan kelompok tani yang diberi nama gapoktan suri suri yang beranggotakan 13 kelompok tani.GAPOKTAN ini mendapat bantuan dana dari pemerintah berupa dana bergulir yakni PUAP (pengembangan agribisnis perdesaan) yang digulirkan secara bergilir kepada kelompok tani",Suku_Etnis_Budaya
Apa makna dan peran Kebudayaan Jepang dalam kehidupan masyarakat Indonesia?,,"Kebudayaan Jepang telah banyak berubah dari tahun ke tahun, dari kebudayaan asli negara ini, Jomon, sampai kebudayaan kini, yang mengkombinasikan pengaruh Asia, Eropa dan Amerika Utara. Setelah beberapa gelombang imigrasi dari benua lainnya dan sekitar kepulauan Pasifik, diikuti dengan masuknya kebudayaan Tiongkok, penduduk Jepang mengalami periode panjang isolasi dari dunia luar di bawah Keshogunan Tokugawa sampai datangnya ""The Black Ships"" dan era Meiji. Sebagai hasil, kebudayaan Jepang berbeda dari kebudayaan Asia lainnya.",Suku_Etnis_Budaya
Apa yang dimaksud dengan Dotara dan bagaimana keberadaannya dalam budaya Indonesia?,,Dotara (atau dotar) adalah alat musik berdawai dua atau empat yang berbentuk seperti gitar kecil. Alat musik ini banyak terdapat di Bangladesh di Benggala Barat. Alat musik ini berasal dari abad 15-16 dan pada awalnya digunakan oleh para Baul dan Fakir.,Suku_Etnis_Budaya
Deskripsikan Daftar sekolah dasar negeri di Kabupaten Bone Bolango sebagai bagian dari kekayaan budaya Nusantara.,,Kecamatan Bonepantai SD Negeri 1 Bonepantai SD Negeri 2 Bonepantai SD Negeri 3 Bonepantai SD Negeri 4 Bonepantai SD Negeri 5 Bonepantai SD Negeri 6 Bonepantai SD Negeri 7 Bonepantai SD Negeri 8 Bonepantai SD Negeri 9 Bonepantai SD Negeri 10 Bonepantai SD Negeri 11 Bonepantai SD Negeri 12 Bonepantai SD Negeri 13 Bonepantai,Suku_Etnis_Budaya
Bagaimana Peristiwa Mangkuk Merah 1967 mencerminkan nilai-nilai dan tradisi masyarakat Indonesia?,,Peristiwa Mangkuk Merah 1967 adalah tragedi kemanusiaan dalam sejarah Indonesia berupa peristiwa pembunuhan dan pengusiran ribuan warga etnis Tionghoa di Kalimantan Barat yang terjadi pada akhir tahun 1967. Peristiwa penyerangan yang disertai pembunuhan dan pengusiran yang dilakukan oleh ABRI bersama suku Dayak terhadap permukiman warga etnis Tionghoa di pedalaman Kalimantan Barat pada akhir tahun 1967. Peristiwa yang terjadi antara bulan September hingga Desember 1967 ini menjadi salah satu sejarah Indonesia.,Suku_Etnis_Budaya
Apa makna dan peran Njoo Han Siang dalam kehidupan masyarakat Indonesia?,,"Ia lahir pada tanggal 31 Agustus tahun 1930 di Yogyakarta ini berasal dari keluarga Tionghoa yang mampu berbicara Bahasa Hokkian dan Jawa sebagai bahasa sehari-hari. Walaupun Njoo lahir dari generasi pertama Tionghoa, beliau telah mewarisi nilai-nilai kebudayaan Jawa yang telah mengalir dalam dirinya sejak kecil. Akulturasi ini telah mewarnai perjalanan hidupnya dimana naluri bisnis yang diwarisi dari orang tuanya berpadu dengan kepeduliannya terhadap bangsa Indonesia.",Suku_Etnis_Budaya
Jelaskan asal-usul dan fungsi Serat Centhini dalam tradisi masyarakat Indonesia.,,"Tujuan dan pelaku penggubahan Atas kehendak Sunan Pakubuwana V, gubahan Suluk Tambangraras atau Centhini ini dimanfaatkan untuk menghimpun segala macam pengetahuan lahir dan batin masyarakat Jawa pada masa itu, yang termasuk di dalamnya keyakinan dan penghayatan mereka terhadap agama. Pengerjaan dipimpin langsung oleh Pangeran Adipati Anom, dan yang mendapatkan tugas membantu mengerjakannya adalah tiga orang pujangga istana, yaitu: Raden Ngabehi Ranggasutrasna Raden Ngabehi Yasadipura II (sebelumnya bernama Raden Ngabehi Ranggawarsita I) Raden Ngabehi Sastradipura",Suku_Etnis_Budaya
Bagaimana Gayatri Chakravorty Spivak mencerminkan nilai-nilai dan tradisi masyarakat Indonesia?,,"Gayatri Chakravorty Spivak () adalah salah seorang pemikir yang turut menjadi pelopor studi poskolonialisme. Spivak melakukan kajian kritis atas pengaruh kolonialisme dalam bidang budaya dan sastra. Analisis yang ia gunakan memakai perspektif Marxisme, feminisme, dan dekonstruksi. Hal-hal yang menjadi kajian Spivak adalah para imigran, kelas pekerja, kaum perempuan, dan pihak-pihak yang menjadi minoritas dan tertindas. Spivak memberi kritik terhadap ide-ide yang dominan, seperti kebudayaan Barat lebih maju dari Timur, model demokrasi Barat adalah bentuk paling maju, dan sebagainya. Bagi Spivak, kolonialisme Eropa tidak hilang begitu saja, ketika banyak bekas jajahannya memperoleh kemerdekaan, sebab struktur-struktur politik, ekonomi, hingga kebudayaan masih meneruskan kolonialisme itu. Spivak berupaya melakukan dekonstruksi terhadap struktur-struktur yang menindas tersebut sehingga pihak yang tadinya tertindas dapat bersuara. Esainya yang berjudul ""Can the Subaltern Speak?"" (Apakah subaltern dapat berbicara?) merupakan publikasi yang paling dikenal.",Suku_Etnis_Budaya
Ceritakan secara singkat tentang Provinsi Bamiyan dan signifikansinya bagi masyarakat setempat.,,"Di Bamiyan terletak situs biara kuno Buddha. Banyak patung Buddha dipahat di tebing-tebing jurang menghadap kota Bamiyan. Dua patung utama ini, adalah patung Buddha yang berdiri dengan ketinggian 55 dan 37 meter, dan merupakan contoh-contoh terbesar patung Buddha yang dipahat di dunia. Kemungkinan besar mereka dibangun pada abad ke-4 dan abad ke-5 Masehi. Selama beberapa tahun, patung-patung ini merupakan landmark budaya dan disenaraikan oleh UNESCO dalam Daftar Warisan Dunia UNESCO. Pada Maret 2001, rezim Taliban yang dipimpin Gubernur Mohammed Islam Mohammadi dan Menteri Informasi Qudratullah Jamal mengeluarkan fatwa bahwa patung-patung ini merupakan berhala dan memerintahkan untuk dihancurkan dengan senjata anti-udara dan bahan peledak lainnya.",Suku_Etnis_Budaya
"Bagaimana Tobelo Barat, Halmahera Utara mencerminkan nilai-nilai dan tradisi masyarakat Indonesia?",,"Berdasarkan data Sensus Penduduk Indonesia 2020, mencatat bahwa mayoritas penduduk kecamatan Tobelo Barat memeluk agama Kristen. Persentasi penduduk berdasarkan agama yang dianut ialah Kristen sebanyak 73,78% dimana Protestan 73,73% dan Katolik 0,05%, dan sebagian lagi beragama Islam yakni 26,22%. Untuk sarana rumah ibadah terdapat 22 bangunan gereja Protestan, 5 masjid dan 2 mushola.",Suku_Etnis_Budaya
Apa yang dimaksud dengan Bangsa Persia dan bagaimana keberadaannya dalam budaya Indonesia?,,"Etnis Persia adalah keturunan Bangsa Arya yang berhijrah dari Asia Tengah ke Iran pada milenium kedua sebelum Masehi (SM). Bangsa Arya ini kemudian terpecah dua menjadi bangsa Persia dan bangsa Media dan mereka berasimilasi dengan suku-suku setempat seperti Elam. Dari sini, lahirlah bahasa Persia dan bahasa-bahasa Iran lain. Sumber sejarah tertulis pertama mengenai orang Persia ini ialah prasasti Assyria (834 SM), dan di dalam prasasti itu ada menyentuh tentang orang Parsua (Persia) dan Muddai (Media) Saat itu, orang Asyur menggunakan istilah 'Parsua' untuk merujuk kepada suku-suku di Iran. Kemudian orang Yunani mengadaptasikan istilah ini untuk merujuk pada peradaban-peradaban dari Iran. Ketika orang Persia memeluk agama Islam, orang Arab menggelari mereka 'Fars' karena abjad 'P' tidak terdapat dalam tulisan Arab.",Suku_Etnis_Budaya
Jelaskan apa itu Pusaka Nasional (Jepang) dalam konteks budaya dan tradisi Indonesia.,,"Pusaka Nasional (国宝: kokuhō) adalah Properti Kebudayaan Nyata paling berharga di Jepang, yang ditentukan dan diangkat oleh Badan Urusan Kebudayaan (sebuah cabang dari Kementerian Pendidikan, Budaya, Olahraga, Ilmu Pengetahuan dan Teknologi). Sebuah Properti Kebudayaan Nyata dianggap bernilai sejarah atau artistik, terklasifikasikan sebagai ""bangunan dan struktur"" atau sebagai ""seni rupa murni dan kerajinan"". Setiap Pusaka Nasional harus menunjukkan pengerjaan yang menakjubkan, sebuah nilai tinggi untuk sejarah kebudayaan dunia, atau nilai khas untuk pembelajaran.",Suku_Etnis_Budaya
Ceritakan secara singkat tentang Los Angeles Times Magazine dan signifikansinya bagi masyarakat setempat.,,"Los Angeles Times Magazine (juga disingkat menjadi LA) adalah sebuah majalah bulanan yang menjadi suplemen edisi hari Minggu dari surat kabar Los Angeles Times pada hari Minggu pertama dari suatu bulan. Majalah tersebut berfokus pada cerita dan foto masyarakat, tempat, gaya dan urusan kebudayaan lainnya yang terjadi di Los Angeles dan kota dan komunitas di sekitarnya. Surat kabar tersebut terbit antara 2000 dan 2012.",Suku_Etnis_Budaya
Deskripsikan Under the Hawthorn Tree (film) sebagai bagian dari kekayaan budaya Nusantara.,,"Under the Hawthorn Tree () adalah sebuah film Tiongkok tahun 2010 yang disutradarai oleh Zhang Yimou. Film ini diadaptasi dari novel populer tahun 2007 Hawthorn Tree Forever oleh Ai Mi, yang didasarkan pada kisah nyata yang berlatar belakang Revolusi Kebudayaan.",Suku_Etnis_Budaya
Ceritakan secara singkat tentang Masjid Kiai Madja dan signifikansinya bagi masyarakat setempat.,,"Sejarah Masjid ini didirikan pada tahun 1830 oleh Kiai Muhammad Halifah yang bergelar Kiai Madja bersama 63 orang pengikutnya. Tiga tahun kemudian, tepatnya pada tahun 1833 mimbar masjid tersebut dibangun. Kiai Madja adalah penyebar agama Islam pertama di Kabupaten Minahasa. Masjid ini telah diresmikan sebagai monumen nasional oleh Direktorat Jenderal Kebudayaan, Prof. Dr. Haryati Subadio, pada tahun 1983.",Suku_Etnis_Budaya
Jelaskan asal-usul dan fungsi Agus Hermanto dalam tradisi masyarakat Indonesia.,,Teknisi PT Hindia Taruna Jaya Teknisi PT Astra Graphia (Xerox) Asisten Manajer PT Sama Rito (Canon) Sales Supervisor PT Haramont (Heidel Berg) Kasubid Prasarana Perlindungan Konsumen pada Puslitbang PDN-BPPIP Kementerian Perdagangan dan Perindustrian RI Direktur Utama CV. Moesgraph Anggota DPR RI (2004–2009) Anggota Komisi VI DPR RI (2004–2009) Anggota DPR RI (2009–2014) Anggota Komisi X DPR RI (2009–2014) Anggota DPR RI (2014–2019) Wakil Ketua DPR RI (2014–2019) Dosen Guru Besar tidak tetap Universitas Negeri Semarang,Suku_Etnis_Budaya
Bagaimana Daftar museum di Aceh mencerminkan nilai-nilai dan tradisi masyarakat Indonesia?,,"Daftar Museum Bukan Kemendikbud Daftar ini dibuat dari berbagai sumber, salah satunya dari data museum oleh Asosiasi Museum Indonesia. Museum Sepakat Segenap Museum Rakyat Hulu Sungai Selatan Museum Rumah Cut Nyak Dien Pusat Dokumentasi dan Informasi Aceh Museum Malikussaleh",Suku_Etnis_Budaya
Apa yang dimaksud dengan Bangsawan dan bagaimana keberadaannya dalam budaya Indonesia?,,"Istilah buat bangsawan, darah biru adalah terjemahan dari frasa Spanyol sangre azul. Istilah ini digunakan keluarga kerajaan Spanyol dan bangsawan lainnya karena menurut mereka, kulit mereka putih sehingga pembulu darah terlihat, suatu bukti bahwa ""murni"" keturunan Visigoth, suatu suku asal Jerman, dan bebas dari keturunan Moor (Arab) dan Yahudi, yang kulitnya lebih hitam (kata Spanyol moreno, yang berarti ""hitam"", berasal dari ""Moro""). Tidak ada hubungan antara frasa itu dengan warna darah bangsawan yang sebenarnya. Namun di masyarakat kuno Eropa semua kelas atas memiliki warna kulit yang pucat kemerahan dan pembuluh balik kebiru-biruan di bawah permukaan kulitnya, sehingga tampak berbeda dengan kulit masyarakat kelas petani yang berwarna kecoklat-coklatan dan pembuluh darah baliknya yang tidak terlihat jelas karena banyak bekerja di bawah sinar matahari.",Suku_Etnis_Budaya
"Apa yang dimaksud dengan Madara, Dusun Selatan, Barito Selatan dan bagaimana keberadaannya dalam budaya Indonesia?",,"Demografi Suku asli yang berada di Kalimantan termasuk di kabupaten Barito Selatan ialah suku Dayak, yang terdiri dari beragam etnis. Di Barito Selatan suku Dayak Maanyan, banyak mendiami kawasan tersebut, dan ada pula suku Ngaju dan Melayu. Selain itu, suku pendatang dari luar daerah juga banyak tinggal di daerah ini, khususnya suku Jawa dan Banjar. Ada juga sebagian lagi suku Madura, Bugis, Batak, Bali dan lainnya.",Suku_Etnis_Budaya
Apa yang dimaksud dengan Rayya Makarim dan bagaimana keberadaannya dalam budaya Indonesia?,,"Kehidupan awal Rayya merupakan anak pertama dari pasangan Nono Anwar Makarim, yang berprofesi sebagai ahli hukum, dan Atika Algadri. Rayya adalah kakak dari Menteri Pendidikan, Kebudayaan, Riset, dan Teknologi Indonesia saat ini, Nadiem Makarim.",Suku_Etnis_Budaya
Apa yang dimaksud dengan Budaya Amerika Latin dan bagaimana keberadaannya dalam budaya Indonesia?,,"Pengartian Amerika Latin beragam. Dari sudut pandang kebudayaan, Amerika Latin umumnya meliputi wilayah dari benua Amerika dimana Spanyol, Prancis atau Portugis bermukim: Meksiko, sebagian besar Amerika Tengah, dan Amerika Selatan. Terdapat juga keberadaan kebudayaan Amerika Latin berpengaruh di Amerika Serikat (yakni California dan Southwest, dan kota-kota seperti New York city dan Miami). Terdapat juga peningkatan perhatian terhadap hubungan antara Amerika Latin dan Karibia secara keseluruhan.",Suku_Etnis_Budaya
Deskripsikan Kebijakan kebudayaan Uni Eropa sebagai bagian dari kekayaan budaya Nusantara.,,"Dalam perkembangannya, terjadi perubahan persepsi atas pembangunan kebudayaan dalam perkembangan kebijakan kebudayaan Uni Eropa. Perubahannya mulai dari model budaya seperti apa yang disetujui, yang berorientasi ke pasar, sampai aspek pemanfaatan dari sektor kebudayaan. Hari ini kita melihat bahwa bagaimana kebijakan kebudayaan Uni Eropa diartikulasikan sebagai sesuatu yang memberi kontribusi pada daya saing ekonomi Eropa, potensi tenaga kerja, dan regenerasi masyarakat urban. Mengacu pada Perjanjian Maastricht, khususnya di Pasal 3, kebijakan kebudayaan Uni Eropa harus mendukung rencana pengembangan kebudayaan nasional maupun regional serta menempatkan warisan budaya di garda depan. Dengan kata lain, kebijakan tersebut tidak dibuat untuk menyelaraskan negara-negara anggota EU menjadi satu identitas, melainkan untuk menjaga keberagaman antar negara. Semangat yang diusung adalah pentingnya pertukaran budaya dan pengetahuan di dalam masyarakat Uni Eropa; promosi dan pemeliharaan warisan budaya; dan dukungan terhadap penciptaan artistik, literatur, dan audiovisual.",Suku_Etnis_Budaya
